Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/25/2020,8,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/26/2020,5,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/27/2020,4,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/28/2020,1,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,2/29/2020,8,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/1/2020,3,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/2/2020,2,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/3/2020,5,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/4/2020,6,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/5/2020,8,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/6/2020,3,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/7/2020,5,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/8/2020,1,,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/9/2020,18,2,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/10/2020,37,10,
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/11/2020,43,12,1
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/12/2020,141,23,1
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/13/2020,159,33,1
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/14/2020,48,38,1
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/15/2020,27,42,1
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/16/2020,31,51,1
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/17/2020,42,55,1
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/18/2020,60,59,2
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/19/2020,32,64,2
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/20/2020,35,70,2
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/21/2020,46,76,2
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/22/2020,33,89,2
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/23/2020,,104,4
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/24/2020,,123,5
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/25/2020,111,146,5
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/26/2020,103,174,6
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/27/2020,102,186,8
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/28/2020,79,197,10
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/29/2020,111,212,10
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/30/2020,90,223,11
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,3/31/2020,145,243,15
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/1/2020,152,259,15
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/2/2020,96,277,16
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/3/2020,112,304,17
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/4/2020,216,333,20
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/5/2020,149,361,20
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/6/2020,175,377,21
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/7/2020,182,383,22
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/8/2020,236,400,22
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/9/2020,234,409,23
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/10/2020,162,416,23
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/11/2020,259,433,23
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/12/2020,233,446,23
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/13/2020,193,467,23
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/14/2020,236,475,24
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/15/2020,252,494,25
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/16/2020,269,518,26
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/17/2020,253,539,26
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/18/2020,231,548,26
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/19/2020,231,562,26
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/20/2020,233,584,26
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/21/2020,242,609,26
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/22/2020,252,634,27
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/23/2020,240,663,27
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/24/2020,259,678,27
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/25/2020,247,712,27
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/26/2020,264,726,28
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/27/2020,212,736,28
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/28/2020,267,750,30
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/29/2020,270,766,30
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,4/30/2020,225,773,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/1/2020,245,782,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/2/2020,171,789,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/3/2020,197,795,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/4/2020,140,803,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/5/2020,270,820,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/6/2020,255,832,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/7/2020,275,842,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/8/2020,238,850,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/9/2020,224,856,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/10/2020,170,868,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/11/2020,121,872,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/12/2020,243,876,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/13/2020,246,880,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/14/2020,191,898,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/15/2020,219,916,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/16/2020,306,933,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/17/2020,260,946,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/18/2020,168,948,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/19/2020,177,949,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/20/2020,186,964,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/21/2020,204,969,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/22/2020,174,981,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/23/2020,200,989,31
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/24/2020,146,998,32
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/25/2020,54,1004,32
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/26/2020,173,1029,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/27/2020,262,1050,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/28/2020,225,1076,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/29/2020,276,1099,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/30/2020,229,1122,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,5/31/2020,225,1137,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/1/2020,102,1143,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/2/2020,243,1164,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/3/2020,297,1184,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/4/2020,282,1197,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/5/2020,162,1212,33
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/6/2020,253,1232,34
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/7/2020,193,1246,34
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/8/2020,102,1263,34
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/9/2020,359,1299,34
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/10/2020,311,1341,34
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/11/2020,291,1385,35
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/12/2020,300,1416,36
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/13/2020,270,1464,36
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/14/2020,362,1521,36
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/15/2020,319,1590,36
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/16/2020,364,1672,37
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/17/2020,333,1722,38
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/18/2020,280,1788,39
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/19/2020,330,1838,42
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/20/2020,320,1891,43
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/21/2020,327,1962,44
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/22/2020,239,1995,44
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/23/2020,328,2047,45
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/24/2020,347,2114,47
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/25/2020,344,2192,49
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/26/2020,402,2269,51
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/27/2020,355,2330,53
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/28/2020,374,2402,55
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/29/2020,371,2466,58
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,6/30/2020,371,2535,62
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/1/2020,269,2580,65
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/2/2020,368,2662,69
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/3/2020,362,2752,72
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/4/2020,376,2819,74
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/5/2020,392,2893,76
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/6/2020,459,2964,79
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/7/2020,409,3038,81
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/8/2020,397,3106,83
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/9/2020,401,3188,83
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/10/2020,420,3278,85
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/11/2020,420,3371,89
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/12/2020,420,3454,93
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/13/2020,585,3571,95
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/14/2020,451,3667,97
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/15/2020,361,3752,101
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/16/2020,425,3851,104
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/17/2020,431,3906,107
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/18/2020,501,4008,111
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/19/2020,331,4090,112
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/20/2020,267,4171,113
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/21/2020,482,4290,117
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/22/2020,496,4358,120
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/23/2020,477,4466,123
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/24/2020,564,4570,128
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/25/2020,304,4637,134
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/26/2020,504,4763,138
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/27/2020,500,4880,144
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/28/2020,507,4997,148
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/29/2020,502,5105,150
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/30/2020,507,5197,154
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,7/31/2020,500,5276,157
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/1/2020,510,5396,161
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/2/2020,474,5519,166
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/3/2020,474,5620,172
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/4/2020,546,5750,176
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/5/2020,561,5889,182
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/6/2020,531,6016,188
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/7/2020,586,6151,189
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/8/2020,500,6275,193
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/9/2020,561,6411,199
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/10/2020,506,6536,200
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/11/2020,603,6676,205
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/12/2020,625,6817,208
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/13/2020,643,6971,213
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/14/2020,639,7117,219
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/15/2020,650,7260,225
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/16/2020,626,7380,228
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/17/2020,501,7499,230
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/18/2020,932,7654,232
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/19/2020,864,7812,234
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/20/2020,847,7967,238
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/21/2020,864,8119,240
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/22/2020,837,8275,245
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/23/2020,785,8427,250
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/24/2020,947,8605,254
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/25/2020,870,8759,259
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/26/2020,878,8927,263
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/27/2020,865,9083,266
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/28/2020,801,9195,271
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/29/2020,796,9279,275
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/30/2020,803,9380,280
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,8/31/2020,820,9513,284
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/1/2020,812,9606,290
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/2/2020,856,9728,296
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/3/2020,835,9844,301
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/4/2020,857,9967,306
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/5/2020,860,10102,312
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/6/2020,847,10255,316
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/7/2020,824,10406,319
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/8/2020,830,10553,321
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/9/2020,852,10704,322
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/10/2020,870,10860,324
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/11/2020,875,11021,327
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/12/2020,872,11185,330
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/13/2020,877,11353,334
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/14/2020,862,11520,338
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/15/2020,810,11672,340
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/16/2020,824,11816,343
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/17/2020,817,11948,347
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/18/2020,833,12073,353
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/19/2020,836,12226,358
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/20/2020,844,12385,362
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/21/2020,809,12535,364
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/22/2020,825,12666,367
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/23/2020,887,12787,370
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/24/2020,852,12921,370
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/25/2020,808,13045,373
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/26/2020,811,13153,375
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/27/2020,832,13259,377
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/28/2020,824,13391,380
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/29/2020,820,13518,384
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,9/30/2020,842,13649,387
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/1/2020,1013,13806,388
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/2/2020,1085,13965,389
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/3/2020,1008,14117,392
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/4/2020,963,14266,396
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/5/2020,912,14410,400
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/6/2020,905,14568,403
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/7/2020,914,14730,407
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/8/2020,971,14899,411
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/9/2020,932,15066,413
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/10/2020,960,15231,416
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/11/2020,943,15399,420
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/12/2020,952,15570,424
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/13/2020,1055,15752,429
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/14/2020,1351,15955,434
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/15/2020,1398,16212,439
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/16/2020,1402,16501,443
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/17/2020,1289,16774,448
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/18/2020,1276,17055,451
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/19/2020,1413,17350,454
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/20/2020,1407,17651,458
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/21/2020,1375,17948,462
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/22/2020,1405,18250,465
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/23/2020,1412,18556,469
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/24/2020,1329,18858,473
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/25/2020,1315,19157,477
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/26/2020,1304,19445,480
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/27/2020,1278,19729,487
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/28/2020,1397,20040,493
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/29/2020,1422,20315,499
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/30/2020,1534,20634,502
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,10/31/2020,1260,20875,509
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/1/2020,1472,21202,518
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/2/2020,1446,21523,527
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/3/2020,1684,21904,532
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/4/2020,1725,22300,536
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/5/2020,1744,22721,543
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/6/2020,1954,23210,549
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/7/2020,1927,23705,557
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/8/2020,1942,24206,559
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/9/2020,1967,24731,571
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/10/2020,1739,25294,579
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/11/2020,1864,25801,590
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/12/2020,1559,26211,598
Albania,Europe,41.15,20.17,14,2.89,1.29,5353.2,2873457,38,14,11/13/2020,2051,26701,605
