Entity,Continent,Latitude,Longitude,Average temperature per year,Hospital beds per 1000 people,Medical doctors per 1000 people,GDP/Capita,Population,Median age,Population aged 65 and over (%),Date,Daily tests,Cases,Deaths
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/22/2021,2169,119420,4555
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/23/2021,,119420,4555
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/24/2021,,119420,4555
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/25/2021,,120143,4593
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/26/2021,2935,120532,4621
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/27/2021,3038,120864,4643
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/28/2021,2542,121194,4659
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/29/2021,2348,121497,4679
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/30/2021,,121497,4679
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,1/31/2021,,121497,4679
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/1/2021,,122199,4724
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/2/2021,2663,122461,4737
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/3/2021,3185,122828,4745
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/4/2021,2467,122828,4745
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/5/2021,2511,123434,4775
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/6/2021,,123434,4775
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/7/2021,,123434,4775
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/8/2021,,124101,4813
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/9/2021,,124443,4834
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/10/2021,2945,124696,4853
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/11/2021,2638,125123,4868
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/12/2021,2451,125402,4881
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/13/2021,,125402,4881
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/14/2021,,125402,4881
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/15/2021,,126139,4916
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/16/2021,3194,126413,4935
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/17/2021,2598,126781,4949
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/18/2021,2366,127135,4962
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/19/2021,2576,127537,4979
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/20/2021,,127537,4979
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/21/2021,,127537,4979
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/22/2021,,128661,5016
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/23/2021,3909,129176,5034
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/24/2021,3172,129753,5051
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/25/2021,3271,130510,5062
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/26/2021,2696,130979,5071
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/27/2021,,130979,5071
Bosnia and Herzegovina,Europe,43.92,17.68,12,3.5,1.89,6108.5,3507017,42,16,2/28/2021,,130979,5071
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/8/2020,,4,
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/9/2020,,4,
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/10/2020,,4,
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/11/2020,,7,1
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/12/2020,,7,1
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/13/2020,,23,1
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/14/2020,,41,2
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/15/2020,,51,2
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/16/2020,,52,2
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/17/2020,,67,2
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/18/2020,,92,2
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/19/2020,,94,3
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/20/2020,,127,3
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/21/2020,,163,3
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/22/2020,,187,3
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/23/2020,,201,3
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/24/2020,,218,3
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/25/2020,,242,3
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/26/2020,,264,3
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/27/2020,,293,3
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/28/2020,,331,7
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/29/2020,,346,8
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/30/2020,,359,8
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,3/31/2020,,399,8
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/1/2020,,422,10
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/2/2020,,457,10
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/3/2020,,485,14
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/4/2020,,503,17
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/5/2020,,531,20
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/6/2020,,549,22
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/7/2020,,577,23
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/8/2020,,593,24
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/9/2020,,618,24
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/10/2020,,635,25
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/11/2020,,661,28
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/12/2020,,675,29
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/13/2020,,685,32
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/14/2020,,713,35
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/15/2020,,747,36
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/16/2020,,800,38
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/17/2020,,846,41
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/18/2020,,878,41
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/19/2020,,894,42
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/20/2020,,929,43
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/21/2020,,975,45
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/22/2020,,1024,49
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/23/2020,,1097,52
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/24/2020,,1234,54
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/25/2020,,1247,55
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/26/2020,,1300,56
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/27/2020,,1363,58
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/28/2020,,1399,58
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/29/2020,,1447,64
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,4/30/2020,,1506,66
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/1/2020,,1555,68
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/2/2020,1126,1594,72
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/3/2020,982,1618,73
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/4/2020,527,1652,78
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/5/2020,1158,1704,80
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/6/2020,1465,1778,84
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/7/2020,1163,1829,84
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/8/2020,1397,1872,86
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/9/2020,1777,1921,90
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/10/2020,1126,1965,91
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/11/2020,403,1990,93
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/12/2020,1079,2023,95
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/13/2020,1387,2069,96
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/14/2020,1611,2100,99
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/15/2020,1608,2138,102
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/16/2020,1161,2175,105
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/17/2020,1094,2211,108
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/18/2020,362,2235,110
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/19/2020,874,2259,112
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/20/2020,1433,2292,116
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/21/2020,,2331,120
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/22/2020,,2372,125
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/23/2020,1605,2408,126
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/24/2020,886,2427,130
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/25/2020,443,2433,130
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/26/2020,295,2443,130
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/27/2020,1557,2460,133
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/28/2020,1273,2477,134
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/29/2020,1725,2485,136
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/30/2020,1353,2499,139
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,5/31/2020,606,2513,140
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/1/2020,346,2519,140
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/2/2020,1220,2538,144
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/3/2020,1347,2560,146
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/4/2020,1569,2585,147
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/5/2020,2060,2627,159
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/6/2020,1196,2711,160
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/7/2020,816,2727,160
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/8/2020,427,2810,164
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/9/2020,1406,2889,167
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/10/2020,1777,2993,167
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/11/2020,2308,3086,168
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/12/2020,2640,3191,172
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/13/2020,2642,3266,172
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/14/2020,1975,3290,174
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/15/2020,1409,3341,176
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/16/2020,3839,3453,181
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/17/2020,,3542,184
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/18/2020,,3674,190
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/19/2020,,3755,193
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/20/2020,,3872,199
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/21/2020,,3905,199
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/22/2020,,3984,207
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/23/2020,2776,4114,208
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/24/2020,2946,4242,209
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/25/2020,3016,4408,211
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/26/2020,2775,4513,215
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/27/2020,2750,4625,216
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/28/2020,1528,4691,219
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/29/2020,1034,4831,223
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,6/30/2020,4525,4989,230
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/1/2020,3343,5154,232
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/2/2020,2896,5315,232
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/3/2020,3155,5497,239
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/4/2020,2538,5677,241
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/5/2020,3514,5740,246
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/6/2020,2775,5914,250
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/7/2020,,6102,254
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/8/2020,,6342,259
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/9/2020,4286,6672,262
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/10/2020,3686,6964,267
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/11/2020,4540,7175,267
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/12/2020,2806,7252,268
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/13/2020,1198,7411,276
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/14/2020,3341,7645,283
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/15/2020,4885,7877,289
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/16/2020,5393,8144,293
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/17/2020,6526,8442,297
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/18/2020,4884,8638,299
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/19/2020,2003,8733,300
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/20/2020,3155,8929,308
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/21/2020,9051,9254,313
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/22/2020,,9584,321
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/23/2020,,9853,329
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/24/2020,5913,10123,337
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/25/2020,8124,10312,338
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/26/2020,,10427,340
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/27/2020,,10621,347
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/28/2020,5303,10871,355
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/29/2020,6395,11155,368
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/30/2020,6639,11420,374
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,7/31/2020,5582,11690,383
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/1/2020,3955,11836,385
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/2/2020,1491,11955,388
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/3/2020,4137,12159,404
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/4/2020,5325,12414,415
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/5/2020,,12717,424
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/6/2020,,13014,435
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/7/2020,6433,13209,442
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/8/2020,5837,13343,445
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/9/2020,3612,13396,447
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/10/2020,1275,13512,459
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/11/2020,3667,13722,471
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/12/2020,5388,13893,482
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/13/2020,5108,13893,482
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/14/2020,5877,14243,492
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/15/2020,5934,14333,495
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/16/2020,2745,14365,498
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/17/2020,781,14500,512
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/18/2020,5252,14669,519
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/19/2020,3667,14820,527
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/20/2020,8649,14962,532
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/21/2020,6844,15131,539
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/22/2020,6373,15131,539
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/23/2020,3402,15287,545
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/24/2020,2288,15386,563
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/25/2020,3588,15589,572
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/26/2020,10076,15751,586
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/27/2020,,15908,594
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/28/2020,,16065,603
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/29/2020,6337,16164,605
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/30/2020,6257,16190,613
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,8/31/2020,,16266,629
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/1/2020,,16454,642
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/2/2020,6784,16617,648
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/3/2020,5443,16775,658
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/4/2020,7026,16954,665
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/5/2020,8129,17050,671
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/6/2020,4765,17089,676
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/7/2020,,17146,677
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/8/2020,,17313,692
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/9/2020,5145,17435,702
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/10/2020,,17598,706
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/11/2020,,17799,713
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/12/2020,2330,17891,717
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/13/2020,,17918,720
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/14/2020,,18061,729
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/15/2020,7475,18216,736
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/16/2020,4835,18390,739
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/17/2020,,18544,749
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/18/2020,,18733,753
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/19/2020,8957,18819,755
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/20/2020,,18863,761
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/21/2020,,19014,765
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/22/2020,2988,19123,767
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/23/2020,3049,19283,779
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/24/2020,8385,19573,785
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/25/2020,,19828,789
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/26/2020,,19997,789
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/27/2020,2710,20055,796
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/28/2020,1103,20271,807
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/29/2020,3302,20547,813
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,9/30/2020,4736,20833,825
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,10/1/2020,4943,20833,825
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,10/2/2020,4843,21336,838
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,10/3/2020,4820,21518,841
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,10/4/2020,2843,21587,844
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,10/5/2020,1278,21870,854
Bulgaria,Europe,42.73,25.49,13,7.45,4,9828.1,7075991,44,21,10/6/2020,3713,22306,862
